native_author,native_creator,datetime,d_release,Year,Month,Day,event_url,row_type,weight,Event_object_native_name
416,416,"2009-07-08 19:00:08",3.3,2009,7,8,f4ac984d-c0a8-0169-2a8c-eeea29570289,0,0.99,"validate duplicate textfield before submitting"
416,391,"2009-07-15 14:32:32",3.3,2009,7,15,f4abf692-c0a8-0169-2a8c-eeea98ae8aba,0,0.00513442935869422,"NPE when trying to sync a JIRA query"
416,399,"2009-07-15 14:32:32",3.3,2009,7,15,f4abf692-c0a8-0169-2a8c-eeea98ae8aba,1,0.00513698619072155,"NPE when trying to sync a JIRA query"
416,416,"2009-07-15 14:32:36",3.3,2009,7,15,f4abf692-c0a8-0169-2a8c-eeea98ae8aba,1,0.99,"NPE when trying to sync a JIRA query"
399,416,"2009-07-17 07:19:57",3.3,2009,7,17,f4abf692-c0a8-0169-2a8c-eeea98ae8aba,1,0.0200091890654975,"NPE when trying to sync a JIRA query"
391,416,"2009-07-17 11:51:37",3.3,2009,7,17,f4abf692-c0a8-0169-2a8c-eeea98ae8aba,1,0.0189823834739724,"NPE when trying to sync a JIRA query"
416,391,"2009-07-17 12:19:00",3.3,2009,7,17,f4abf692-c0a8-0169-2a8c-eeea98ae8aba,1,0.187092414139567,"NPE when trying to sync a JIRA query"
416,416,"2009-07-21 14:53:24",3.3,2009,7,21,f4ace66c-c0a8-0169-2a8c-eeeaf7509dea,0,0.99,"[api] provide access to progress monitor to allow monitoring synchronization jobs in progress"
416,416,"2009-07-21 17:59:00",3.3,2009,7,21,f4ace66c-c0a8-0169-2a8c-eeeaf7509dea,1,0.99,"[api] provide access to progress monitor to allow monitoring synchronization jobs in progress"
399,416,"2009-07-21 18:49:50",3.3,2009,7,21,f4ace66c-c0a8-0169-2a8c-eeeaf7509dea,0,0.0643074104437015,"[api] provide access to progress monitor to allow monitoring synchronization jobs in progress"
399,416,"2009-07-21 18:49:50",3.3,2009,7,21,f4ace66c-c0a8-0169-2a8c-eeeaf7509dea,1,0.138627728318773,"[api] provide access to progress monitor to allow monitoring synchronization jobs in progress"
416,118,"2009-07-23 19:00:18",3.3,2009,7,23,f4a3554a-c0a8-0169-2a8c-eeea0bb7bfbf,0,0.00168705835961134,"[editor] show description in preview mode for existing tasks with editable descriptions"
416,399,"2009-07-23 19:00:18",3.3,2009,7,23,f4a3554a-c0a8-0169-2a8c-eeea0bb7bfbf,1,0.00200556132090118,"[editor] show description in preview mode for existing tasks with editable descriptions"
416,450,"2009-07-23 19:00:18",3.3,2009,7,23,f4a3554a-c0a8-0169-2a8c-eeea0bb7bfbf,1,0.00200962727823009,"[editor] show description in preview mode for existing tasks with editable descriptions"
416,220,"2009-07-23 19:00:18",3.3,2009,7,23,f4a3554a-c0a8-0169-2a8c-eeea0bb7bfbf,1,0.00207948779067501,"[editor] show description in preview mode for existing tasks with editable descriptions"
416,118,"2009-07-23 19:00:18",3.3,2009,7,23,f4a3554a-c0a8-0169-2a8c-eeea0bb7bfbf,1,0.00208093433674428,"[editor] show description in preview mode for existing tasks with editable descriptions"
416,416,"2009-07-24 14:00:39",3.3,2009,7,24,f4a3554a-c0a8-0169-2a8c-eeea0bb7bfbf,1,0.0293084176976582,"[editor] show description in preview mode for existing tasks with editable descriptions"
391,416,"2009-07-24 14:33:56",3.3,2009,7,24,f4a3554a-c0a8-0169-2a8c-eeea0bb7bfbf,1,0.0288935660681801,"[editor] show description in preview mode for existing tasks with editable descriptions"
416,416,"2009-07-24 14:44:31",3.3,2009,7,24,f4a9385b-c0a8-0169-2a8c-eeeafe456c1e,0,0.00290236481681176,"[editor] add validation for estimate and time spent field"
416,416,"2009-07-24 14:44:31",3.3,2009,7,24,f4a9385b-c0a8-0169-2a8c-eeeafe456c1e,1,0.00290237728945261,"[editor] add validation for estimate and time spent field"
416,399,"2009-07-24 14:44:31",3.3,2009,7,24,f4a9385b-c0a8-0169-2a8c-eeeafe456c1e,1,0.00326625960653184,"[editor] add validation for estimate and time spent field"
399,416,"2009-07-27 16:34:48",3.3,2009,7,27,f4a3554a-c0a8-0169-2a8c-eeea0bb7bfbf,1,0.0132117490009908,"[editor] show description in preview mode for existing tasks with editable descriptions"
399,416,"2009-07-27 16:36:07",3.3,2009,7,27,f4a9385b-c0a8-0169-2a8c-eeeafe456c1e,0,0.0028486171606773,"[editor] add validation for estimate and time spent field"
399,416,"2009-07-27 16:36:07",3.3,2009,7,27,f4a9385b-c0a8-0169-2a8c-eeeafe456c1e,1,0.00284862895314161,"[editor] add validation for estimate and time spent field"
416,416,"2009-07-30 14:50:02",3.3,2009,7,30,f4ad2aa4-c0a8-0169-2a8c-eeea2fd9e601,0,0.99,"worklog table is showing ""created"" instead of ""started"" time"
416,416,"2009-07-30 14:54:06",3.3,2009,7,30,f4ad2aa4-c0a8-0169-2a8c-eeea2fd9e601,1,0.99,"worklog table is showing ""created"" instead of ""started"" time"
399,416,"2009-08-06 17:40:50",3.3,2009,8,6,f4ad2aa4-c0a8-0169-2a8c-eeea2fd9e601,0,0.00977804604060834,"worklog table is showing ""created"" instead of ""started"" time"
399,416,"2009-08-06 17:40:50",3.3,2009,8,6,f4ad2aa4-c0a8-0169-2a8c-eeea2fd9e601,1,0.00977995432439712,"worklog table is showing ""created"" instead of ""started"" time"
416,399,"2009-08-11 13:06:54",3.3,2009,8,11,f4ace66c-c0a8-0169-2a8c-eeeaf7509dea,1,0.005725509318274,"[api] provide access to progress monitor to allow monitoring synchronization jobs in progress"
416,391,"2009-08-11 19:04:44",3.3,2009,8,11,f4a3554a-c0a8-0169-2a8c-eeea0bb7bfbf,1,0.00611729119586182,"[editor] show description in preview mode for existing tasks with editable descriptions"
416,332,"2009-08-13 16:44:58",3.3,2009,8,13,f4ac51de-c0a8-0169-2a8c-eeea5eb7b0eb,0,0.00375782617056292,"[framework] improve error messages and documentation"
416,332,"2009-08-13 16:44:58",3.3,2009,8,13,f4ac51de-c0a8-0169-2a8c-eeea5eb7b0eb,1,0.00375788031440332,"[framework] improve error messages and documentation"
416,399,"2009-08-13 16:44:58",3.3,2009,8,13,f4ac51de-c0a8-0169-2a8c-eeea5eb7b0eb,1,0.0037589907791448,"[framework] improve error messages and documentation"
399,416,"2009-08-13 16:58:19",3.3,2009,8,13,f4ac51de-c0a8-0169-2a8c-eeea5eb7b0eb,1,0.2645886294933,"[framework] improve error messages and documentation"
416,416,"2009-08-13 17:52:49",3.3,2009,8,13,f4ac51de-c0a8-0169-2a8c-eeea5eb7b0eb,1,0.120055134392985,"[framework] improve error messages and documentation"
220,416,"2009-08-14 18:44:55",3.3,2009,8,14,f4a3554a-c0a8-0169-2a8c-eeea0bb7bfbf,1,0.00556346612972513,"[editor] show description in preview mode for existing tasks with editable descriptions"
118,416,"2009-08-14 19:13:58",3.3,2009,8,14,f4a3554a-c0a8-0169-2a8c-eeea0bb7bfbf,1,0.00556092026234823,"[editor] show description in preview mode for existing tasks with editable descriptions"
416,399,"2009-08-19 15:58:12",3.3,2009,8,19,f4ad2b7d-c0a8-0169-2a8c-eeeac3faa8ae,0,0.0069909257458853,"setup JIRA 4.0 server for testing"
416,416,"2009-08-19 15:59:11",3.3,2009,8,19,f4ad2b7d-c0a8-0169-2a8c-eeeac3faa8ae,1,0.99,"setup JIRA 4.0 server for testing"
