native_author,native_creator,datetime,d_release,Year,Month,Day,event_url,row_type,weight,Event_object_native_name
399,143,"2009-06-24 01:20:24",3.3,2009,6,24,f4976c2a-c0a8-0169-2a8c-eeeafab7a536,0,0.00131038386954675,"sort jira versions shown in the task editor in reversed order"
399,457,"2009-06-24 12:53:08",3.3,2009,6,24,f4874221-c0a8-0169-2a8c-eeea7133d8ce,0,0.000843758920858322,"recognize comment#number link on bug editor"
399,143,"2009-06-24 12:53:08",3.3,2009,6,24,f4874221-c0a8-0169-2a8c-eeea7133d8ce,1,0.000867379501086852,"recognize comment#number link on bug editor"
399,373,"2009-06-24 12:53:08",3.3,2009,6,24,f4874221-c0a8-0169-2a8c-eeea7133d8ce,1,0.000867730268168029,"recognize comment#number link on bug editor"
399,399,"2009-06-24 12:53:08",3.3,2009,6,24,f4874221-c0a8-0169-2a8c-eeea7133d8ce,1,0.00126625801129796,"recognize comment#number link on bug editor"
399,159,"2009-06-24 12:53:08",3.3,2009,6,24,f4874221-c0a8-0169-2a8c-eeea7133d8ce,1,0.00127449336816123,"recognize comment#number link on bug editor"
159,399,"2009-06-24 16:17:17",3.3,2009,6,24,f49ceacd-c0a8-0169-2a8c-eeea79d392fc,1,0.013101382929905,"Task list view: 'Group by JIRA Issue Type' presentation menu option"
399,246,"2009-06-24 16:35:32",3.3,2009,6,24,f49ceacd-c0a8-0169-2a8c-eeea79d392fc,0,0.00138879710430123,"Task list view: 'Group by JIRA Issue Type' presentation menu option"
399,399,"2009-06-24 16:35:32",3.3,2009,6,24,f49ceacd-c0a8-0169-2a8c-eeea79d392fc,1,0.0130796397803907,"Task list view: 'Group by JIRA Issue Type' presentation menu option"
399,159,"2009-06-24 16:35:32",3.3,2009,6,24,f49ceacd-c0a8-0169-2a8c-eeea79d392fc,1,0.0138370219484411,"Task list view: 'Group by JIRA Issue Type' presentation menu option"
399,373,"2009-06-25 14:31:17",3.3,2009,6,25,f49075ee-c0a8-0169-2a8c-eeea5938605d,0,0.00106155248484549,"resolve subtask presentation in Task List"
399,373,"2009-06-25 14:31:17",3.3,2009,6,25,f49075ee-c0a8-0169-2a8c-eeea5938605d,1,0.00110252235307003,"resolve subtask presentation in Task List"
399,399,"2009-06-25 14:31:17",3.3,2009,6,25,f49075ee-c0a8-0169-2a8c-eeea5938605d,1,0.00327085568397529,"resolve subtask presentation in Task List"
399,304,"2009-06-25 14:31:17",3.3,2009,6,25,f49075ee-c0a8-0169-2a8c-eeea5938605d,1,0.00364938675646033,"resolve subtask presentation in Task List"
399,399,"2009-06-25 16:04:48",3.3,2009,6,25,f4ac4ce2-c0a8-0169-2a8c-eeea28a90607,0,0.99,"[release] plan Mylyn 3.3 release"
399,399,"2009-06-25 16:52:33",3.3,2009,6,25,f4ac4ce2-c0a8-0169-2a8c-eeea28a90607,1,0.99,"[release] plan Mylyn 3.3 release"
399,304,"2009-06-25 22:13:24",3.3,2009,6,25,f4ac4cfc-c0a8-0169-2a8c-eeea3529611f,0,0.0538489010288217,"ensure that the Task List has an appropriate perspective contribution in all EPP downloads"
399,332,"2009-06-26 12:42:06",3.3,2009,6,26,f4ac51de-c0a8-0169-2a8c-eeea5eb7b0eb,0,0.150973584629279,"[framework] improve error messages and documentation"
399,332,"2009-06-26 12:42:06",3.3,2009,6,26,f4ac51de-c0a8-0169-2a8c-eeea5eb7b0eb,1,0.15461202426972,"[framework] improve error messages and documentation"
399,399,"2009-06-29 16:20:19",3.3,2009,6,29,f4abd9c3-c0a8-0169-2a8c-eeea7c9fb544,0,0.00762825970571673,"fix BugzillaRepositoryConnectorTest.testMissingHits()"
399,399,"2009-06-29 16:20:19",3.3,2009,6,29,f4abd9c3-c0a8-0169-2a8c-eeea7c9fb544,1,0.00762871264991483,"fix BugzillaRepositoryConnectorTest.testMissingHits()"
399,159,"2009-06-29 16:20:19",3.3,2009,6,29,f4abd9c3-c0a8-0169-2a8c-eeea7c9fb544,1,0.00764370522117361,"fix BugzillaRepositoryConnectorTest.testMissingHits()"
399,373,"2009-06-29 16:20:19",3.3,2009,6,29,f4abd9c3-c0a8-0169-2a8c-eeea7c9fb544,1,0.00789226793967673,"fix BugzillaRepositoryConnectorTest.testMissingHits()"
399,399,"2009-06-29 18:11:20",3.3,2009,6,29,f4ac60f3-c0a8-0169-2a8c-eeea3cfc8da3,0,0.99,"SynchronizeQueriesJob does not guard against LinkageError"
159,399,"2009-06-29 18:37:12",3.3,2009,6,29,f4abd9c3-c0a8-0169-2a8c-eeea7c9fb544,0,0.00759742377760627,"fix BugzillaRepositoryConnectorTest.testMissingHits()"
159,399,"2009-06-29 18:37:12",3.3,2009,6,29,f4abd9c3-c0a8-0169-2a8c-eeea7c9fb544,1,0.00759787125080968,"fix BugzillaRepositoryConnectorTest.testMissingHits()"
304,399,"2009-06-30 15:47:33",3.3,2009,6,30,f4ac4cfc-c0a8-0169-2a8c-eeea3529611f,1,0.0119922939306763,"ensure that the Task List has an appropriate perspective contribution in all EPP downloads"
