native_author,native_creator,datetime,d_release,Year,Month,Day,event_url,row_type,weight,Event_object_native_name
399,143,"2009-06-24 01:20:24",3.3,2009,6,24,f4976c2a-c0a8-0169-2a8c-eeeafab7a536,0,0.00131038386954675,"sort jira versions shown in the task editor in reversed order"
118,118,"2009-06-24 12:17:51",3.3,2009,6,24,f4abe1c7-c0a8-0169-2a8c-eeeab0dc624e,0,0.0106916185298562,"Detection of stack traces doesn't work correctly when the class name starts with a lower-case letter"
118,118,"2009-06-24 12:17:51",3.3,2009,6,24,f4abe1c7-c0a8-0169-2a8c-eeeab0dc624e,1,0.0106922420751009,"Detection of stack traces doesn't work correctly when the class name starts with a lower-case letter"
399,457,"2009-06-24 12:53:08",3.3,2009,6,24,f4874221-c0a8-0169-2a8c-eeea7133d8ce,0,0.000843758920858322,"recognize comment#number link on bug editor"
399,143,"2009-06-24 12:53:08",3.3,2009,6,24,f4874221-c0a8-0169-2a8c-eeea7133d8ce,1,0.000867379501086852,"recognize comment#number link on bug editor"
399,373,"2009-06-24 12:53:08",3.3,2009,6,24,f4874221-c0a8-0169-2a8c-eeea7133d8ce,1,0.000867730268168029,"recognize comment#number link on bug editor"
399,399,"2009-06-24 12:53:08",3.3,2009,6,24,f4874221-c0a8-0169-2a8c-eeea7133d8ce,1,0.00126625801129796,"recognize comment#number link on bug editor"
399,159,"2009-06-24 12:53:08",3.3,2009,6,24,f4874221-c0a8-0169-2a8c-eeea7133d8ce,1,0.00127449336816123,"recognize comment#number link on bug editor"
159,246,"2009-06-24 16:17:17",3.3,2009,6,24,f49ceacd-c0a8-0169-2a8c-eeea79d392fc,0,0.00138882170231641,"Task list view: 'Group by JIRA Issue Type' presentation menu option"
159,399,"2009-06-24 16:17:17",3.3,2009,6,24,f49ceacd-c0a8-0169-2a8c-eeea79d392fc,1,0.013101382929905,"Task list view: 'Group by JIRA Issue Type' presentation menu option"
159,159,"2009-06-24 16:17:17",3.3,2009,6,24,f49ceacd-c0a8-0169-2a8c-eeea79d392fc,1,0.0138614139363359,"Task list view: 'Group by JIRA Issue Type' presentation menu option"
399,246,"2009-06-24 16:35:32",3.3,2009,6,24,f49ceacd-c0a8-0169-2a8c-eeea79d392fc,0,0.00138879710430123,"Task list view: 'Group by JIRA Issue Type' presentation menu option"
399,399,"2009-06-24 16:35:32",3.3,2009,6,24,f49ceacd-c0a8-0169-2a8c-eeea79d392fc,1,0.0130796397803907,"Task list view: 'Group by JIRA Issue Type' presentation menu option"
399,159,"2009-06-24 16:35:32",3.3,2009,6,24,f49ceacd-c0a8-0169-2a8c-eeea79d392fc,1,0.0138370219484411,"Task list view: 'Group by JIRA Issue Type' presentation menu option"
349,349,"2009-06-25 11:36:41",3.3,2009,6,25,f4ac4aaf-c0a8-0169-2a8c-eeeab96744e2,0,0.99,"[discovery] downloading of directory list fails with NTLM authentication"
399,373,"2009-06-25 14:31:17",3.3,2009,6,25,f49075ee-c0a8-0169-2a8c-eeea5938605d,0,0.00106155248484549,"resolve subtask presentation in Task List"
399,373,"2009-06-25 14:31:17",3.3,2009,6,25,f49075ee-c0a8-0169-2a8c-eeea5938605d,1,0.00110252235307003,"resolve subtask presentation in Task List"
399,399,"2009-06-25 14:31:17",3.3,2009,6,25,f49075ee-c0a8-0169-2a8c-eeea5938605d,1,0.00327085568397529,"resolve subtask presentation in Task List"
399,304,"2009-06-25 14:31:17",3.3,2009,6,25,f49075ee-c0a8-0169-2a8c-eeea5938605d,1,0.00364938675646033,"resolve subtask presentation in Task List"
399,399,"2009-06-25 16:04:48",3.3,2009,6,25,f4ac4ce2-c0a8-0169-2a8c-eeea28a90607,0,0.99,"[release] plan Mylyn 3.3 release"
304,373,"2009-06-25 16:09:17",3.3,2009,6,25,f4abe2f3-c0a8-0169-2a8c-eeeab736cbd2,0,0.00979430215497491,"improve Mylyn welcome experience"
304,304,"2009-06-25 16:09:17",3.3,2009,6,25,f4abe2f3-c0a8-0169-2a8c-eeeab736cbd2,1,0.016142973278806,"improve Mylyn welcome experience"
304,304,"2009-06-25 16:35:48",3.3,2009,6,25,f4ac4cfc-c0a8-0169-2a8c-eeea3529611f,0,0.99,"ensure that the Task List has an appropriate perspective contribution in all EPP downloads"
399,399,"2009-06-25 16:52:33",3.3,2009,6,25,f4ac4ce2-c0a8-0169-2a8c-eeea28a90607,1,0.99,"[release] plan Mylyn 3.3 release"
399,304,"2009-06-25 22:13:24",3.3,2009,6,25,f4ac4cfc-c0a8-0169-2a8c-eeea3529611f,0,0.0538489010288217,"ensure that the Task List has an appropriate perspective contribution in all EPP downloads"
332,332,"2009-06-26 11:59:19",3.3,2009,6,26,f4ac51de-c0a8-0169-2a8c-eeea5eb7b0eb,0,0.99,"[framework] improve error messages and documentation"
332,332,"2009-06-26 12:01:55",3.3,2009,6,26,f4ac51de-c0a8-0169-2a8c-eeea5eb7b0eb,1,0.99,"[framework] improve error messages and documentation"
399,332,"2009-06-26 12:42:06",3.3,2009,6,26,f4ac51de-c0a8-0169-2a8c-eeea5eb7b0eb,0,0.150973584629279,"[framework] improve error messages and documentation"
399,332,"2009-06-26 12:42:06",3.3,2009,6,26,f4ac51de-c0a8-0169-2a8c-eeea5eb7b0eb,1,0.15461202426972,"[framework] improve error messages and documentation"
58,58,"2009-06-26 15:07:18",3.3,2009,6,26,f4ac592b-c0a8-0169-2a8c-eeea718e7488,0,0.99,"Trac sub tasks field link"
159,373,"2009-06-27 13:35:00",3.3,2009,6,27,f4abbc44-c0a8-0169-2a8c-eeea317f555e,0,0.00755879368779771,"use query execution timestamp from rdf as query update time"
159,159,"2009-06-27 13:35:03",3.3,2009,6,27,f4abbc44-c0a8-0169-2a8c-eeea317f555e,1,0.99,"use query execution timestamp from rdf as query update time"
405,349,"2009-06-29 07:37:39",3.3,2009,6,29,f4ac4aaf-c0a8-0169-2a8c-eeeab96744e2,0,0.0133237452696086,"[discovery] downloading of directory list fails with NTLM authentication"
405,349,"2009-06-29 07:37:39",3.3,2009,6,29,f4ac4aaf-c0a8-0169-2a8c-eeeab96744e2,1,0.0720119037778775,"[discovery] downloading of directory list fails with NTLM authentication"
399,399,"2009-06-29 16:20:19",3.3,2009,6,29,f4abd9c3-c0a8-0169-2a8c-eeea7c9fb544,0,0.00762825970571673,"fix BugzillaRepositoryConnectorTest.testMissingHits()"
399,399,"2009-06-29 16:20:19",3.3,2009,6,29,f4abd9c3-c0a8-0169-2a8c-eeea7c9fb544,1,0.00762871264991483,"fix BugzillaRepositoryConnectorTest.testMissingHits()"
399,159,"2009-06-29 16:20:19",3.3,2009,6,29,f4abd9c3-c0a8-0169-2a8c-eeea7c9fb544,1,0.00764370522117361,"fix BugzillaRepositoryConnectorTest.testMissingHits()"
399,373,"2009-06-29 16:20:19",3.3,2009,6,29,f4abd9c3-c0a8-0169-2a8c-eeea7c9fb544,1,0.00789226793967673,"fix BugzillaRepositoryConnectorTest.testMissingHits()"
399,399,"2009-06-29 18:11:20",3.3,2009,6,29,f4ac60f3-c0a8-0169-2a8c-eeea3cfc8da3,0,0.99,"SynchronizeQueriesJob does not guard against LinkageError"
159,399,"2009-06-29 18:37:12",3.3,2009,6,29,f4abd9c3-c0a8-0169-2a8c-eeea7c9fb544,0,0.00759742377760627,"fix BugzillaRepositoryConnectorTest.testMissingHits()"
159,399,"2009-06-29 18:37:12",3.3,2009,6,29,f4abd9c3-c0a8-0169-2a8c-eeea7c9fb544,1,0.00759787125080968,"fix BugzillaRepositoryConnectorTest.testMissingHits()"
159,159,"2009-06-29 18:37:12",3.3,2009,6,29,f4abd9c3-c0a8-0169-2a8c-eeea7c9fb544,1,0.0076126823675207,"fix BugzillaRepositoryConnectorTest.testMissingHits()"
159,373,"2009-06-29 18:37:12",3.3,2009,6,29,f4abd9c3-c0a8-0169-2a8c-eeea7c9fb544,1,0.00785813285813679,"fix BugzillaRepositoryConnectorTest.testMissingHits()"
304,399,"2009-06-30 15:47:33",3.3,2009,6,30,f4ac4cfc-c0a8-0169-2a8c-eeea3529611f,1,0.0119922939306763,"ensure that the Task List has an appropriate perspective contribution in all EPP downloads"
159,399,"2009-06-30 17:20:57",3.3,2009,6,30,f4ac4ce2-c0a8-0169-2a8c-eeea28a90607,0,0.0116053704285608,"[release] plan Mylyn 3.3 release"
159,399,"2009-06-30 17:20:57",3.3,2009,6,30,f4ac4ce2-c0a8-0169-2a8c-eeea28a90607,1,0.0116438360623101,"[release] plan Mylyn 3.3 release"
399,159,"2009-06-30 17:45:08",3.3,2009,6,30,f4ac4ce2-c0a8-0169-2a8c-eeea28a90607,1,0.198,"[release] plan Mylyn 3.3 release"
399,399,"2009-06-30 21:55:48",3.3,2009,6,30,f4ac6237-c0a8-0169-2a8c-eeea23b877f8,0,0.99,"support tags in task editor"
399,399,"2009-06-30 21:59:12",3.3,2009,6,30,f4ac6237-c0a8-0169-2a8c-eeea23b877f8,1,0.99,"support tags in task editor"
405,405,"2009-07-01 16:49:37",3.3,2009,7,1,f4ac4aaf-c0a8-0169-2a8c-eeeab96744e2,1,0.0168990213644732,"[discovery] downloading of directory list fails with NTLM authentication"
399,399,"2009-07-01 18:33:11",3.3,2009,7,1,f4ac93b2-c0a8-0169-2a8c-eeea68911c53,0,0.99,"update Trac FAQ"
399,399,"2009-07-01 18:38:17",3.3,2009,7,1,f4abd68b-c0a8-0169-2a8c-eeea29a16c83,0,0.006745002327563,"[context] invisible elements do not get updated when task is activated from context editor"
399,58,"2009-07-02 01:59:47",3.3,2009,7,2,f4ac592b-c0a8-0169-2a8c-eeea718e7488,0,0.011171651923421,"Trac sub tasks field link"
399,399,"2009-07-02 01:59:51",3.3,2009,7,2,f4ac592b-c0a8-0169-2a8c-eeea718e7488,1,0.99,"Trac sub tasks field link"
399,220,"2009-07-02 02:51:07",3.3,2009,7,2,f4a1c2ba-c0a8-0169-2a8c-eeea32710a9d,0,0.00159432486271556,"Resolve field cannot be unset to an empty value"
399,399,"2009-07-02 02:51:11",3.3,2009,7,2,f4a1c2ba-c0a8-0169-2a8c-eeea32710a9d,1,0.99,"Resolve field cannot be unset to an empty value"
