native_author,native_creator,datetime,d_release,Year,Month,Day,event_url,row_type,weight,Event_object_native_name
374,374,"2008-02-27 06:48:26",3,2008,2,27,f493ed16-c0a8-0169-2a8c-eeea7eb01bd4,0,0.0101910332152891,"[m2.3.1] NPE when a remote task is changed but the property is not mapped"
374,399,"2008-02-27 06:48:26",3,2008,2,27,f493ed16-c0a8-0169-2a8c-eeea7eb01bd4,1,0.0103041178966886,"[m2.3.1] NPE when a remote task is changed but the property is not mapped"
374,374,"2008-02-27 07:12:03",3,2008,2,27,f493ed16-c0a8-0169-2a8c-eeea7eb01bd4,1,0.202082903779612,"[m2.3.1] NPE when a remote task is changed but the property is not mapped"
143,304,"2008-02-27 09:54:22",3,2008,2,27,f49486f9-c0a8-0169-2a8c-eeeadbf29c89,0,0.0354704310130509,"[m2.3.1] NPE in JiraTaskDataHandler.initializeTaskData"
391,391,"2008-02-27 12:47:36",3,2008,2,27,f49488c3-c0a8-0169-2a8c-eeead701e7df,0,0.99,"task data is not deleted when a task is deleted"
143,143,"2008-02-27 16:44:22",3,2008,2,27,f48863f2-c0a8-0169-2a8c-eeea74907d9a,0,0.00153265281621513,"Incoming details in task tooltip should strip quoted comment"
143,143,"2008-02-27 16:44:22",3,2008,2,27,f48863f2-c0a8-0169-2a8c-eeea74907d9a,1,0.025742522890871,"Incoming details in task tooltip should strip quoted comment"
258,399,"2008-02-27 19:33:59",3,2008,2,27,f4944cc2-c0a8-0169-2a8c-eeeac9afac30,0,0.0135514757788275,"[m2.3.1][mac] password prompt can block Eclipse"
258,399,"2008-02-27 19:33:59",3,2008,2,27,f4944cc2-c0a8-0169-2a8c-eeeac9afac30,1,0.0135565569472771,"[m2.3.1][mac] password prompt can block Eclipse"
258,258,"2008-02-27 19:33:59",3,2008,2,27,f4944cc2-c0a8-0169-2a8c-eeeac9afac30,1,0.0173470773627835,"[m2.3.1][mac] password prompt can block Eclipse"
399,399,"2008-02-27 19:40:28",3,2008,2,27,f4944cc2-c0a8-0169-2a8c-eeeac9afac30,0,0.0135438647275229,"[m2.3.1][mac] password prompt can block Eclipse"
399,399,"2008-02-27 19:40:28",3,2008,2,27,f4944cc2-c0a8-0169-2a8c-eeeac9afac30,1,0.0135476686497233,"[m2.3.1][mac] password prompt can block Eclipse"
399,258,"2008-02-27 19:40:28",3,2008,2,27,f4944cc2-c0a8-0169-2a8c-eeeac9afac30,1,0.0173311211331036,"[m2.3.1][mac] password prompt can block Eclipse"
399,304,"2008-02-27 20:41:26",3,2008,2,27,f49486f9-c0a8-0169-2a8c-eeeadbf29c89,0,0.0262165434959526,"[m2.3.1] NPE in JiraTaskDataHandler.initializeTaskData"
399,143,"2008-02-27 20:41:26",3,2008,2,27,f49486f9-c0a8-0169-2a8c-eeeadbf29c89,1,0.0388908729652601,"[m2.3.1] NPE in JiraTaskDataHandler.initializeTaskData"
399,399,"2008-02-27 20:41:29",3,2008,2,27,f49486f9-c0a8-0169-2a8c-eeeadbf29c89,1,0.99,"[m2.3.1] NPE in JiraTaskDataHandler.initializeTaskData"
399,399,"2008-02-27 21:31:27",3,2008,2,27,f4948ad7-c0a8-0169-2a8c-eeeaafb3886a,0,0.99,"[m2.3.1] errors when cancelling password prompt"
399,399,"2008-02-27 21:51:32",3,2008,2,27,f4948ad7-c0a8-0169-2a8c-eeeaafb3886a,1,0.99,"[m2.3.1] errors when cancelling password prompt"
399,399,"2008-02-28 00:02:53",3,2008,2,28,f4948c4a-c0a8-0169-2a8c-eeeaae0cae6b,0,0.99,"[m2.3.1] report from error log does not include all details"
426,305,"2008-02-28 08:30:28",3,2008,2,28,f486dd85-c0a8-0169-2a8c-eeea2938c947,0,0.000995235271494312,"[new eux] importing/promote/convert Eclipse todo tags/markers items to become tasks"
426,143,"2008-02-28 08:30:28",3,2008,2,28,f486dd85-c0a8-0169-2a8c-eeea2938c947,1,0.00099543850310977,"[new eux] importing/promote/convert Eclipse todo tags/markers items to become tasks"
426,457,"2008-02-28 08:30:28",3,2008,2,28,f486dd85-c0a8-0169-2a8c-eeea2938c947,1,0.0010066123014162,"[new eux] importing/promote/convert Eclipse todo tags/markers items to become tasks"
426,304,"2008-02-28 08:30:28",3,2008,2,28,f486dd85-c0a8-0169-2a8c-eeea2938c947,1,0.0010067887426915,"[new eux] importing/promote/convert Eclipse todo tags/markers items to become tasks"
426,297,"2008-02-28 08:30:28",3,2008,2,28,f486dd85-c0a8-0169-2a8c-eeea2938c947,1,0.00103240785121092,"[new eux] importing/promote/convert Eclipse todo tags/markers items to become tasks"
426,373,"2008-02-28 08:30:28",3,2008,2,28,f486dd85-c0a8-0169-2a8c-eeea2938c947,1,0.00121278731349169,"[new eux] importing/promote/convert Eclipse todo tags/markers items to become tasks"
342,342,"2008-02-28 09:41:07",3,2008,2,28,f4948efd-c0a8-0169-2a8c-eeea23a6a06a,0,0.99,"[m2.3.1] NPE trying to display filtered children of a java project"
399,342,"2008-02-28 12:14:39",3,2008,2,28,f4937bd3-c0a8-0169-2a8c-eeea34604d53,0,0.00543685286377513,"Initialization issue due to bytecode verifier triggering ..tasks.ui activation from ..context.ui act"
399,399,"2008-02-28 12:14:39",3,2008,2,28,f4937bd3-c0a8-0169-2a8c-eeea34604d53,1,0.00546070298665234,"Initialization issue due to bytecode verifier triggering ..tasks.ui activation from ..context.ui act"
399,342,"2008-02-28 12:14:39",3,2008,2,28,f4937bd3-c0a8-0169-2a8c-eeea34604d53,1,0.00547145069030735,"Initialization issue due to bytecode verifier triggering ..tasks.ui activation from ..context.ui act"
399,304,"2008-02-28 12:14:39",3,2008,2,28,f4937bd3-c0a8-0169-2a8c-eeea34604d53,1,0.00679918755915393,"Initialization issue due to bytecode verifier triggering ..tasks.ui activation from ..context.ui act"
304,159,"2008-02-28 14:22:51",3,2008,2,28,f493d140-c0a8-0169-2a8c-eeea6467ac8a,0,0.00889907863304567,"2nd level sorting in Task List"
304,159,"2008-02-28 14:22:51",3,2008,2,28,f493d140-c0a8-0169-2a8c-eeea6467ac8a,1,0.00890663837839851,"2nd level sorting in Task List"
304,143,"2008-02-28 14:22:51",3,2008,2,28,f493d140-c0a8-0169-2a8c-eeea6467ac8a,1,0.0122371524122103,"2nd level sorting in Task List"
304,320,"2008-02-28 15:55:17",3,2008,2,28,f49428aa-c0a8-0169-2a8c-eeeae6b05828,0,0.010545050684632,"Keep a newly opened (incoming) bug in the task list or make it easier to return to"
304,143,"2008-02-28 15:55:17",3,2008,2,28,f49428aa-c0a8-0169-2a8c-eeeae6b05828,1,0.0106341013795023,"Keep a newly opened (incoming) bug in the task list or make it easier to return to"
304,457,"2008-02-28 16:00:41",3,2008,2,28,f49446f1-c0a8-0169-2a8c-eeea643a2c81,0,0.0116826867285094,"selected category should come checked in ""Move to"" context menu"
304,391,"2008-02-28 16:15:21",3,2008,2,28,f49471b4-c0a8-0169-2a8c-eeea1fca81c0,0,0.0180417980327277,"[api] unable to save task data for messages with an id that is not compatible with the filesystem"
304,305,"2008-02-28 16:22:44",3,2008,2,28,f486dd85-c0a8-0169-2a8c-eeea2938c947,0,0.00099499799017157,"[new eux] importing/promote/convert Eclipse todo tags/markers items to become tasks"
304,143,"2008-02-28 16:22:44",3,2008,2,28,f486dd85-c0a8-0169-2a8c-eeea2938c947,1,0.000995201076430212,"[new eux] importing/promote/convert Eclipse todo tags/markers items to become tasks"
304,457,"2008-02-28 16:22:44",3,2008,2,28,f486dd85-c0a8-0169-2a8c-eeea2938c947,1,0.0010063667912917,"[new eux] importing/promote/convert Eclipse todo tags/markers items to become tasks"
304,304,"2008-02-28 16:22:44",3,2008,2,28,f486dd85-c0a8-0169-2a8c-eeea2938c947,1,0.00100654310347517,"[new eux] importing/promote/convert Eclipse todo tags/markers items to become tasks"
